iter	RMSE
734	0.2338242183
735	0.2337644179
736	0.2337377038
737	0.2336907249
738	0.2336432991
739	0.2335702448
740	0.2335134168
741	0.2334792533
742	0.2334283094
743	0.2333805801
744	0.2333333562
745	0.2332885868
746	0.2332369699
747	0.2331830614
748	0.2331212498
749	0.2330670851
750	0.2330084301
751	0.2329628001
752	0.2329156197
753	0.2328629616
754	0.2328122901
755	0.2327567509
756	0.2326880344
757	0.232605608
758	0.2325653736
759	0.2325097347
760	0.2324521263
761	0.2323931463
762	0.2323620448
763	0.2323111703
764	0.2322454702
765	0.2322052361
766	0.2321524143
767	0.2321208778
768	0.23208621
769	0.2320448715
770	0.2319787071
771	0.2319273599
772	0.2318918176
773	0.2318463524
774	0.2318155693
775	0.2317480954
776	0.231695447
777	0.2316113801
778	0.2315676081
779	0.2315450023
780	0.2314833021
781	0.2314313603
782	0.2313598151
783	0.2313090971
784	0.2312866536
785	0.2312471442
786	0.2312154813
787	0.2311634629
788	0.2311157954
789	0.2310466666
790	0.2309724455
791	0.2309281188
792	0.2308759615
793	0.2308111691
794	0.2307815027
795	0.2307176366
796	0.2306317016
797	0.2305862158
798	0.2305308258
799	0.2304782831
800	0.2304211301
801	0.2303776624
802	0.2303220599
803	0.2302753678
804	0.2302236422
805	0.2301773414
806	0.2301414685
807	0.2301056489
808	0.2300699014
809	0.2300366034
810	0.2300040228
811	0.2299736855
812	0.2299063035
813	0.2298444197
814	0.2297967266
815	0.2297155459
816	0.2296299301
817	0.2295942596
818	0.2295310044
819	0.2294872473
820	0.2294086586
821	0.2293712987
822	0.2293266596
823	0.229291153
824	0.2292572666
825	0.2291991079
826	0.2291491037
827	0.2290941326
828	0.2290472669
829	0.2290060558
830	0.2289399841
831	0.228887956
832	0.2288386151
833	0.2287976395
834	0.2287405158
835	0.2286944998
836	0.2286541657
837	0.2285797622
838	0.2285275602
839	0.2284541512
840	0.2283949918
841	0.2283370555
842	0.228283926
843	0.2282293485
844	0.228182858
845	0.2281251712
846	0.2280622288
847	0.2280234338
848	0.2279879142
849	0.2279653731
850	0.2279279337
851	0.2279014982
852	0.2278720517
853	0.2278326276
854	0.2277738754
855	0.2277265052
856	0.2277018508
857	0.2276648917
858	0.2276161789
859	0.2275526229
860	0.2275328078
861	0.2274667342
862	0.2274287846
863	0.2273858966
864	0.2273543484
865	0.2273297769
866	0.2272822592
867	0.2272264105
868	0.227162316
869	0.2271083585
870	0.2270515832
871	0.2269746026
872	0.2269352368
873	0.226869504
874	0.2268261622
875	0.226796542
876	0.2267385429
877	0.2267101002
878	0.2266463945
879	0.2265986653
880	0.2264962475
881	0.2264477871
882	0.2264031884
883	0.2263490424
884	0.2263080657
885	0.226274722
886	0.2262293262
887	0.2261911077
888	0.2261559612
889	0.2261077286
890	0.2260675741
891	0.2260349492
892	0.2259913997
893	0.2259549336
894	0.2259237188
895	0.2258411992
896	0.225814284
897	0.2257694552
898	0.2257186034
899	0.225676908
900	0.2256312393
901	0.225587191
902	0.2255327597
903	0.2254989025
904	0.2254395543
905	0.2253957041
906	0.2253469099
907	0.225301213
908	0.2252222643
909	0.2251962581
910	0.225133017
911	0.2250910908
912	0.2250524786
913	0.2250158254
914	0.2249545521
915	0.2249314897
916	0.2248994534
917	0.2248673392
918	0.2248263203
919	0.2247940301
920	0.2247321116
921	0.2246806532
922	0.2246262952
923	0.2245579297
924	0.2245188503
925	0.2244577798
926	0.2244037087
927	0.2243513708
928	0.2243016195
929	0.2242593469
930	0.2241924241
931	0.224139526
932	0.2240823799
933	0.2240282884
934	0.223985726
935	0.2239237024
936	0.2238622277
937	0.223821969
938	0.2237685615
939	0.2237309626
940	0.223696445
941	0.2236507198
942	0.2236096504
943	0.2235238191
944	0.2234855549
945	0.2234474174
946	0.2234000029
947	0.2233568899
948	0.223307625
949	0.2232557311
950	0.2231956771
951	0.2231595286
952	0.2230782849
953	0.223043905
954	0.2230103625
955	0.2229715543
956	0.2229212289
957	0.2228641247
958	0.2228075106
959	0.2227557897
960	0.22271596
961	0.2226861099
962	0.2226627002
963	0.2226215342
964	0.2225865943
965	0.2225579307
966	0.2224959633
967	0.2224708948
968	0.2224211003
969	0.2223968287
970	0.2223454698
971	0.2222986721
972	0.2222591189
973	0.2222260566
974	0.2221695555
975	0.222142947
976	0.2220838586
977	0.2220563166
978	0.2219989365
979	0.2219560488
980	0.2219286119
981	0.221883467
982	0.2218563075
983	0.2218031997
984	0.2217393734
985	0.2217034068
986	0.2216565791
987	0.22160592
988	0.2215721599
989	0.2214968367
990	0.2214456842
991	0.2213801656
992	0.2213420866
993	0.2213143566
994	0.2212858181
995	0.2212542835
996	0.2212184096
997	0.2211958144
998	0.2211355047
999	0.2210633411
0092
999	0.2210282531
